,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
145,JH,1,Jack,6C,"('Jack', 'JH')",0,1,"['8H', '7H', '0H', '3H']",8,2,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH')]}",7,"[('Jack', 'JH')]"
146,2H,1,Kelly,6C,"('Jack', 'JH')",2,1,"['0S', '9C', '2S', '0D']",8,2,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H')]}",7,"[('Jack', 'JH'), ('Kelly', '2H')]"
147,AH,,Tim,6C,"('Jack', 'JH')",2,0,"['6S', 'QD', '9S', 'JC']",8,2,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH')]}",7,"[('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH')]"
148,7D,,Mom,6C,"('Jack', 'JH')",1,0,"['AS', '5S', '3D', 'KS']",8,2,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D')]}",7,"[('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D')]"
149,9H,,Dad,6C,"('Jack', 'JH')",3,0,"['AC', '4H', '6H', '3C']",8,2,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H')]}",7,"[('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H')]"
150,JC,,Tim,6C,"('Tim', 'JC')",2,1,"['6S', 'QD', '9S']",8,3,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC')]}",7,"[('Tim', 'JC')]"
151,KS,,Mom,6C,"('Tim', 'JC')",1,0,"['AS', '5S', '3D']",8,3,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS')]}",7,"[('Tim', 'JC'), ('Mom', 'KS')]"
152,AC,,Dad,6C,"('Tim', 'JC')",3,0,"['4H', '6H', '3C']",8,3,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC')]}",7,"[('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC')]"
153,3H,1,Jack,6C,"('Tim', 'JC')",0,1,"['8H', '7H', '0H']",8,3,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H')]}",7,"[('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H')]"
154,9C,1,Kelly,6C,"('Tim', 'JC')",2,1,"['0S', '2S', '0D']",8,3,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C')]}",7,"[('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C')]"
155,3C,,Dad,6C,"('Dad', '3C')",3,1,"['4H', '6H']",8,4,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C')]}",7,"[('Dad', '3C')]"
156,0H,1,Jack,6C,"('Dad', '3C')",0,1,"['8H', '7H']",8,4,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H')]}",7,"[('Dad', '3C'), ('Jack', '0H')]"
157,0D,1,Kelly,6C,"('Dad', '3C')",2,1,"['0S', '2S']",8,4,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D')]}",7,"[('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D')]"
158,9S,,Tim,6C,"('Dad', '3C')",2,1,"['6S', 'QD']",8,4,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S')]}",7,"[('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S')]"
159,3D,,Mom,6C,"('Dad', '3C')",1,0,"['AS', '5S']",8,4,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D')]}",7,"[('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D')]"
160,6H,,Dad,6C,"('Dad', '6H')",3,2,['4H'],8,5,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H')]}",7,"[('Dad', '6H')]"
161,8H,1,Jack,6C,"('Dad', '6H')",0,1,['7H'],8,5,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H')]}",7,"[('Dad', '6H'), ('Jack', '8H')]"
162,2S,1,Kelly,6C,"('Dad', '6H')",2,1,['0S'],8,5,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S')]}",7,"[('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S')]"
163,QD,,Tim,6C,"('Dad', '6H')",2,1,['6S'],8,5,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD')]}",7,"[('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD')]"
164,5S,,Mom,6C,"('Dad', '6H')",1,0,['AS'],8,5,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S')]}",7,"[('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S')]"
165,7H,1,Jack,6C,"('Jack', '7H')",0,2,[],8,6,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S'), ('Jack', '7H')]}",7,"[('Jack', '7H')]"
166,0S,1,Kelly,6C,"('Jack', '7H')",2,1,[],8,6,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S'), ('Jack', '7H'), ('Kelly', '0S')]}",7,"[('Jack', '7H'), ('Kelly', '0S')]"
167,6S,,Tim,6C,"('Jack', '7H')",2,1,[],8,6,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S'), ('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S')]}",7,"[('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S')]"
168,AS,,Mom,6C,"('Jack', '7H')",1,0,[],8,6,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S'), ('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S'), ('Mom', 'AS')]}",7,"[('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S'), ('Mom', 'AS')]"
169,4H,,Dad,6C,"('Jack', '7H')",3,2,[],8,6,"{7: [('Dad', '4C'), ('Jack', '8S'), ('Kelly', '8C'), ('Tim', '2C'), ('Mom', '5C'), ('Kelly', '5D'), ('Tim', '6D'), ('Mom', '9D'), ('Dad', '2D'), ('Jack', 'AD'), ('Jack', 'JH'), ('Kelly', '2H'), ('Tim', 'AH'), ('Mom', '7D'), ('Dad', '9H'), ('Tim', 'JC'), ('Mom', 'KS'), ('Dad', 'AC'), ('Jack', '3H'), ('Kelly', '9C'), ('Dad', '3C'), ('Jack', '0H'), ('Kelly', '0D'), ('Tim', '9S'), ('Mom', '3D'), ('Dad', '6H'), ('Jack', '8H'), ('Kelly', '2S'), ('Tim', 'QD'), ('Mom', '5S'), ('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S'), ('Mom', 'AS'), ('Dad', '4H')]}",7,"[('Jack', '7H'), ('Kelly', '0S'), ('Tim', '6S'), ('Mom', 'AS'), ('Dad', '4H')]"
170,5S,1,Tim,KS,"('Tim', '5S')",3,0,"['JC', '7S', '6H', '8H', '4S']",10,0,"{6: [('Tim', '5S')]}",6,"[('Tim', '5S')]"
171,8S,,Mom,KS,"('Tim', '5S')",3,0,"['6S', '0S', '8C', '9H', '0C']",10,0,"{6: [('Tim', '5S'), ('Mom', '8S')]}",6,"[('Tim', '5S'), ('Mom', '8S')]"
172,JS,1,Dad,KS,"('Tim', '5S')",1,0,"['5C', 'QD', '2C', 'KH', '7C']",10,0,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS')]}",6,"[('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS')]"
173,QS,,Jack,KS,"('Tim', '5S')",2,0,"['3H', '6D', '9C', '9S', 'KD']",10,0,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS')]}",6,"[('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS')]"
174,3S,,Kelly,KS,"('Tim', '5S')",1,0,"['8D', '4D', '7H', '5D', '0D']",10,0,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S')]}",6,"[('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S')]"
175,KD,,Jack,KS,"('Jack', 'KD')",2,1,"['3H', '6D', '9C', '9S']",10,1,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD')]}",6,"[('Jack', 'KD')]"
176,8D,,Kelly,KS,"('Jack', 'KD')",1,0,"['4D', '7H', '5D', '0D']",10,1,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D')]}",6,"[('Jack', 'KD'), ('Kelly', '8D')]"
177,4S,1,Tim,KS,"('Jack', 'KD')",3,0,"['JC', '7S', '6H', '8H']",10,1,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S')]}",6,"[('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S')]"
178,0C,,Mom,KS,"('Jack', 'KD')",3,0,"['6S', '0S', '8C', '9H']",10,1,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C')]}",6,"[('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C')]"
179,QD,1,Dad,KS,"('Jack', 'KD')",1,0,"['5C', '2C', 'KH', '7C']",10,1,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD')]}",6,"[('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD')]"
180,8H,1,Tim,KS,"('Tim', '8H')",3,1,"['JC', '7S', '6H']",10,2,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H')]}",6,"[('Tim', '8H')]"
181,9H,,Mom,KS,"('Tim', '8H')",3,0,"['6S', '0S', '8C']",10,2,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H')]}",6,"[('Tim', '8H'), ('Mom', '9H')]"
182,KH,1,Dad,KS,"('Tim', '8H')",1,0,"['5C', '2C', '7C']",10,2,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH')]}",6,"[('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH')]"
183,3H,,Jack,KS,"('Tim', '8H')",2,1,"['6D', '9C', '9S']",10,2,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H')]}",6,"[('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H')]"
184,7H,,Kelly,KS,"('Tim', '8H')",1,0,"['4D', '5D', '0D']",10,2,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H')]}",6,"[('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H')]"
185,7C,1,Dad,KS,"('Dad', '7C')",1,1,"['5C', '2C']",10,3,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C')]}",6,"[('Dad', '7C')]"
186,9C,,Jack,KS,"('Dad', '7C')",2,1,"['6D', '9S']",10,3,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C')]}",6,"[('Dad', '7C'), ('Jack', '9C')]"
187,0D,,Kelly,KS,"('Dad', '7C')",1,0,"['4D', '5D']",10,3,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D')]}",6,"[('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D')]"
188,JC,1,Tim,KS,"('Dad', '7C')",3,1,"['7S', '6H']",10,3,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC')]}",6,"[('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC')]"
189,8C,,Mom,KS,"('Dad', '7C')",3,0,"['6S', '0S']",10,3,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC'), ('Mom', '8C')]}",6,"[('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC'), ('Mom', '8C')]"
190,6H,1,Tim,KS,"('Tim', '6H')",3,2,['7S'],10,4,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC'), ('Mom', '8C'), ('Tim', '6H')]}",6,"[('Tim', '6H')]"
191,0S,,Mom,KS,"('Tim', '6H')",3,0,['6S'],10,4,"{6: [('Tim', '5S'), ('Mom', '8S'), ('Dad', 'JS'), ('Jack', 'QS'), ('Kelly', '3S'), ('Jack', 'KD'), ('Kelly', '8D'), ('Tim', '4S'), ('Mom', '0C'), ('Dad', 'QD'), ('Tim', '8H'), ('Mom', '9H'), ('Dad', 'KH'), ('Jack', '3H'), ('Kelly', '7H'), ('Dad', '7C'), ('Jack', '9C'), ('Kelly', '0D'), ('Tim', 'JC'), ('Mom', '8C'), ('Tim', '6H'), ('Mom', '0S')]}",6,"[('Tim', '6H'), ('Mom', '0S')]"
